"latitude","longitude","population","total_units","vacant_units","median_rooms","mean_household_size_owners","mean_household_size_renters","built_2005_or_later","built_2000_to_2004","built_1990s","built_1980s","built_1970s","built_1960s","built_1950s","built_1940s","built_1939_or_earlier","bedrooms_0","bedrooms_1","bedrooms_2","bedrooms_3","bedrooms_4","bedrooms_5_or_more","owners","renters","median_household_income","mean_household_income","latitude.longitude","median_house_value"
37.771896,-122.248665,4107,1626,147,4.8,2.93,2.93,0,1.2,0,4.2,9.2,7,5.8,5.7,66.9,0,19.8,46.6,26,5.9,1.7,38.3,61.7,73482,86052,-4617.56386051884,511700
37.778193,-122.267919,4896,2108,173,4.6,2.37,2.34,0.7,5.7,12.6,21.3,10.9,5.4,5.9,7.1,30.5,5.3,23.3,39.2,14.4,12.4,5.5,43.7,56.3,64390,95101,-4619.06104169037,599600
37.777977,-122.283671,4722,1810,225,3.9,3.18,2.84,2.5,5.9,6.6,5.2,11.3,28.1,11.1,12.4,16.9,0.8,19.9,57.6,14.8,5.6,1.3,20.1,79.9,47460,56864,-4619.62971051357,526000
37.772007,-122.269339,4640,2113,203,4.4,2.97,2.05,0,0,0,4.9,5.1,9.3,9.4,10.4,60.9,5.3,27.4,37,17.8,7.6,5,41.6,58.4,77287,98438,-4618.35832859337,657600
37.770244,-122.257843,4567,2227,112,4.3,2.55,1.87,0,0,0,1.5,5.9,4.4,6.4,4.6,77.2,3.1,31.6,33.7,18.1,9.6,4,40.8,59.2,72366,99066,-4617.70856102369,712900
37.767344,-122.248509,2928,1388,57,3.8,3.43,2.22,0,0.6,0,1.9,23.5,8.3,7.3,10.6,47.8,4.8,35.2,44.3,11.1,3.2,1.4,18,82,53565,65666,-4617.0014928901,456600
37.755936,-122.241445,6259,2616,111,5.4,2.81,2.37,0.6,0,0,3.8,10.7,19.9,19,6.1,39.9,4.4,11.6,28.7,41.4,10.7,3.2,59.9,40.1,90996,104798,-4615.34017396752,646000
37.732329,-122.239647,6526,2491,161,5.6,2.58,2.98,0,0.4,13.8,17.9,24.4,33.9,3.9,3.9,1.7,0,1.7,20.2,62.8,13,2.3,83.9,16.1,93000,105245,-4612.38657744786,577200
37.742265,-122.248442,7074,2670,125,6.3,2.74,2.69,0,0,17.6,66.4,14.9,0,0,0,1.1,0,2.1,14.8,40.5,35.6,7,87.6,12.4,132354,152379,-4613.93309380113,762000
37.761732,-122.250698,4357,2015,183,4.2,2.54,2.24,0,0,0,3.5,19,18.3,8.6,3.9,46.7,2.2,29.3,44.3,18.3,2.7,3.2,33.5,66.5,54455,70596,-4616.39809468894,571100
37.760371,-122.258967,3183,1534,101,4,2.16,2.4,1.1,1.5,0.9,0,26.3,44.8,11,2.1,12.3,0,23.4,54.2,11.6,7.6,3.1,33.6,66.4,64784,81277,-4616.54395199676,601300
37.764047,-122.269128,3271,1575,168,3.8,2.08,2.15,0,0,3,6.3,44.6,39.2,3.9,1.8,1.3,1.8,36.4,29.5,16.6,15.2,0.4,51.4,48.6,75039,82951,-4617.37709644102,431300
37.784171,-122.294078,4119,1490,315,5.4,3.24,2.6,49.1,10.9,10.6,5,0.5,19.8,1.7,0.5,1.9,6.5,4.3,21.6,34.1,30.9,2.6,40.3,59.7,67321,102160,-4620.78035543934,839100
37.720897,-122.049457,2285,910,20,6.9,2.51,2.01,0,1.5,2,5.6,44.5,32.6,8.4,5.4,0,0,0,16.8,22.2,53.2,7.8,90.8,9.2,127344,137432,-4603.81499640293,684500
37.714765,-122.064495,6916,2398,98,6.6,2.81,2.92,0,1,5,23.3,11.2,12.9,35.2,8.1,3.2,0,0.5,13.6,51.1,28.9,5.8,93.3,6.7,100577,116303,-4603.63374376867,637400
37.715623,-122.09421,2046,756,0,6.6,2.69,2.92,0,2.6,2.5,2,10.4,20.4,49.1,9.4,3.6,0,1.7,12.3,44.4,38.8,2.8,89.9,10.1,113333,135521,-4604.85919484283,618900
37.701711,-122.105916,6049,2134,206,5.1,2.66,2.67,1.5,0,4.2,3.7,10.3,27.5,30,18,4.7,3.2,2.5,45.1,38.8,7.4,2.9,62.2,37.8,65750,79627,-4603.60195642228,545500
37.703598,-122.096691,5887,2187,57,6.3,2.82,2.14,0,2.5,15.9,5,17.7,21.9,26.8,5.9,4.4,0.5,4.8,13.9,39.9,34.2,6.6,88.4,11.6,86250,113495,-4603.48455459422,587300
37.706165,-122.082551,3814,1380,91,5.8,2.85,2.36,0,2,4.8,10.7,4,13,34.4,26.9,4.2,0,1.8,22.9,52.2,14.7,8.4,74.9,25.1,101090,104916,-4603.26481162691,583100
37.699006,-122.065672,5394,2179,127,5.5,2.72,2.25,1.6,3.8,3.7,3,16.3,11.7,35.3,15.7,8.8,0.6,10.7,21.5,53.6,11.1,2.4,74.6,25.4,78015,86983,-4601.75450112203,490900
37.698365,-122.083533,4681,1866,52,4.1,2.31,2.42,0,2.1,3.6,5.7,25.7,30,19.2,8.5,5.2,2.7,22.3,60,13.2,1.1,0.6,18.4,81.6,51650,65844,-4602.34958752355,443100
37.685328,-122.082131,5627,2675,198,4.4,2.15,2.09,1.2,0,10.4,24,14.2,6.4,14.8,27.4,1.6,2.6,19,46.9,26.2,5,0.4,46.5,53.5,46744,66106,-4600.70514967397,376600
37.7361,-122.147254,3770,1408,68,5.6,2.84,2.3,1.4,0,0,0,6.8,7.9,8.6,16.5,58.8,3.6,9.4,34.2,44.7,7.2,0.9,82.4,17.6,93220,100372,-4609.3609916694,464000
37.731435,-122.1668,4656,1658,173,5.1,3.17,2.04,0.7,22.9,0,0.5,2.1,7.1,10,41,15.8,5.8,15.6,37.9,24.7,10.3,5.6,67.1,32.9,73906,87203,-4609.528673358,453300
37.707114,-122.182202,5814,1806,95,5.1,3.44,3.46,1.8,0.6,0.3,8.2,5.3,23.5,32.2,25.6,2.5,0.6,8.7,28,50.1,10.4,2.2,45.1,54.9,58807,69723,-4607.13821958503,417900
37.717452,-122.166407,4839,1456,14,4.9,3.11,3.78,1,1.5,1.4,1.5,2.1,24.8,32.2,28.2,7.3,5.3,6.7,26.4,51.1,8.9,1.6,59.9,40.1,54113,69996,-4607.80559203496,451700
37.722579,-122.153333,6842,2865,122,4,2.2,2.23,1,1.5,3.1,6.2,20.8,23.9,14.2,14.9,14.2,6.4,29.2,46.4,15.7,1,1.2,27.2,72.8,43916,52580,-4607.93875420581,348900
37.726866,-122.142899,2478,1010,92,6.1,2.5,2.26,0,0,1.3,1.2,18.8,7.1,14.6,31.8,25.2,0,4.4,37.1,44.7,9.5,4.4,75.1,24.9,81613,97866,-4608.06878342453,509000
37.715228,-122.135031,3832,1397,172,5.4,2.6,3.5,0,0,0,6.4,2.6,6.7,28.6,53.7,2,0.9,1.5,45.7,41.9,9.5,0.5,81.1,18.9,71271,82010,-4606.35054095207,399100
37.709804,-122.137937,3530,1513,10,3.3,2.88,2.63,0.7,0,8.1,14.1,23.5,26.6,11.7,14.4,0.9,7.7,42.3,36.8,10.9,2.2,0,13.5,86.5,43078,45186,-4605.79766523435,453000
37.715707,-122.146249,3760,1776,123,3.5,1.63,2.18,2.9,0.7,6.9,15.3,31,22.9,8.7,9.5,2.3,11.1,36.8,35.5,14.1,1.7,0.8,35.9,64.1,54772,70893,-4606.83213843304,332100
37.697187,-122.140737,6897,2663,123,4.2,3.4,2.41,0,6.8,1,21,29.2,10,27.4,2.4,2.2,10.4,28.5,17.2,34.1,9.4,0.5,41.3,58.7,56517,67325,-4604.36220300682,428400
37.687374,-122.168735,6305,2276,21,5.6,2.61,4.3,2.6,4.4,26.2,11.3,25.3,21.4,2.5,6.3,0,0,2.7,30.5,33.6,25.7,7.6,80.7,19.3,76473,82137,-4604.21880705189,419200
37.684411,-122.154919,4352,1378,39,5.4,3.29,3.3,1.5,0,0.4,2.1,6.7,9.1,72.2,7.3,0.9,0,2.4,10.3,70,16.9,0.4,84.8,15.2,70625,84298,-4603.33617326771,431300
37.685659,-122.144993,5978,2065,62,4.8,2.85,2.71,0.3,6.1,2,10.7,12.8,11.9,42,10.9,3.3,1.2,21.2,27.8,43.1,6.2,0.5,53.2,46.8,53937,67468,-4603.11455475539,393700
37.687061,-122.113763,3182,1071,75,4.2,3.24,3.17,3.7,0.4,3.9,7.6,9.8,15.7,32.6,18.4,7.9,8.4,22.5,36.8,27.2,2.5,2.6,37.8,62.2,58351,64528,-4602.10883512054,332300
37.69849,-122.112872,6599,2357,281,4,2.67,3.15,2.7,4,3.2,16.5,22.1,23.4,11.8,14.3,2.1,2.8,24.9,51.1,16.9,4.2,0,31.3,68.7,44106,50639,-4603.47088396328,281300
37.692714,-122.110802,4884,1815,199,4.3,3.3,2.85,4,4.3,5.5,12.9,9.3,19.8,18,14,12.1,1.8,22,41.7,28.4,3.7,2.4,31.9,68.1,39567,56441,-4602.68753609663,305600
37.632281,-122.048879,5216,2102,269,4,2.99,2.76,0.8,5.8,18.9,23.3,21.6,19.5,5.9,1,3.4,0.6,26,49.4,15.7,3.5,4.9,28.8,71.2,55975,67402,-4592.977710263,434700
37.68501,-122.051839,4140,1459,76,6.2,3.07,2.76,0.5,3.7,9.2,31,20.5,10.7,16.6,4.7,3.1,0.2,5.7,13.4,41.9,35.4,3.4,75.4,24.6,81659,90913,-4599.52477323339,508400
37.68099,-122.065219,4479,1770,164,4.2,3.2,2.55,2.5,2.6,10.3,14.4,13.5,9.4,29.5,9.7,8.1,0,21.3,46.4,19.9,9.7,2.8,37.9,62.1,52444,58380,-4599.53829648681,436900
37.673716,-122.082822,4503,2135,328,3.7,2.31,2.01,1.4,9,14.7,20.2,10.5,8,13,7,16.3,9.4,31.6,37.8,18.2,2.3,0.8,30.7,69.3,48873,64247,-4599.31356450655,315400
37.680417,-122.092731,3725,1487,242,4,3.88,1.98,0.6,0,3.4,15.4,10.2,23.5,20.2,15.5,11.4,4.7,34,37,21,2.8,0.6,31.8,68.2,45241,53805,-4600.50501674883,335600
37.674612,-122.102084,4902,1649,67,4.1,3.42,3.05,5.7,6.9,8.1,18.2,8.7,6.8,19,15.3,11.3,0.8,9.8,74.8,11.9,2.7,0,30.3,69.7,47630,57673,-4600.14863909141,321800
37.680214,-122.117376,4594,1535,128,5.1,2.98,3.32,2.7,0,3.5,11.3,4.4,5.9,54.1,15.3,2.9,1.2,8.9,22.7,56.9,8.9,1.2,70.6,29.4,72688,79366,-4601.40886079846,361500
37.679065,-122.129811,5382,1646,46,5.7,3.33,3.91,1.8,1.8,6.9,2.4,0.9,0.5,7.2,73.8,4.8,0,1,6.8,73.5,16.8,1.9,77.1,22.9,75309,79121,-4601.73708710672,387000
37.674658,-122.144092,5073,1666,0,5.8,2.95,4.4,0,0,3.5,4.7,7,5.8,68.6,9.8,0.5,0,0,9.5,70.9,17.5,2,83.6,16.4,68882,81325,-4601.73689282054,436000
37.668865,-122.136954,4557,1446,59,5.8,3.29,3.74,0.6,0.6,0.3,0.8,2.2,4.6,71.7,16.7,2.6,0,0,8.1,83.3,6.2,2.4,78.7,21.3,74228,79464,-4600.76043173721,397700
37.672135,-122.123032,5261,1782,0,5.1,3.41,2.28,0.6,3.8,5.2,3.2,14.6,10.8,36.7,25.1,0,2.6,17.6,15.5,56.5,6.6,1.2,54.7,45.3,63438,67693,-4600.63534811332,383600
37.667098,-122.090944,7129,2177,135,4.3,3.28,3.3,10.7,13.2,5.2,4.3,9.7,8.8,20.6,18.2,9.3,1.3,14.1,50.9,29.9,2.5,1.1,31.1,68.9,53776,64589,-4598.81155256051,371800
37.671564,-122.06618,7042,3141,404,4.9,2.79,2.7,0.8,2.3,2.6,8.1,26.6,15.5,23.7,13.9,6.5,6.8,11.9,34.6,35.7,10.3,0.7,54.4,45.6,70655,90185,-4598.42391210552,403000
37.659356,-122.070903,4583,1806,125,3.8,3.22,2.41,1.2,3,2.1,8.7,42.5,12.6,21.7,4.9,3.2,4.8,37,36.1,18.2,1.5,2.4,25.8,74.2,51523,62266,-4597.11159331847,397800
37.656859,-122.078889,6091,1940,101,4.6,3.64,3.42,0,3.3,0.8,7.1,13.1,17.7,38.7,9.9,9.4,1.4,11.3,43.2,40.7,3,0.4,39.8,60.2,49105,55274,-4597.10750994965,317100
37.651302,-122.084816,4571,1697,80,3.9,4.73,2.42,2.2,5.6,10.1,29,22.8,11.2,18.2,0.8,0,3.2,36.8,33.9,11,13.6,1.5,27.4,72.6,52854,59693,-4596.65227683043,404600
37.645359,-122.100411,3473,1272,161,5,2.42,2.67,1.8,0.9,5.4,24.3,10.7,13,41.2,2.1,0.6,0,17.5,22.2,53.9,6.4,0,75.6,24.4,68092,80765,-4596.51380614255,356100
37.621268,-122.103768,6448,1902,108,5.7,3.21,4.63,7.8,22.2,3,4.2,32.1,3,24.7,2.9,0,0,0,18.8,41.8,25,14.4,95.5,4.5,92849,108787,-4593.69857973782,453100
37.628586,-122.09914,4251,1465,0,4.7,3.92,2.73,5.2,6.3,0,1.3,46.6,13.6,24,0,3,1.7,17.5,25.3,48,7.6,0,55.4,44.6,65493,71132,-4594.41799001604,321700
37.642646,-122.11198,6755,2338,209,5,2.9,2.94,7.1,3.2,17.3,26.8,16.9,14,12.4,0,2.2,1.1,11.5,37,31.4,14.9,4.1,60.1,39.9,60631,72857,-4596.61803549908,403800
37.642549,-122.087027,3408,943,77,5.8,3.91,4.19,0,0,0,1.5,0.7,2.5,87.7,7.5,0,0,0.7,4.5,79.7,13.8,1.3,75.1,24.9,69375,85680,-4595.66689611182,367900
37.643779,-122.080105,4528,1198,64,4.2,3.42,3.72,0,0,8.2,16.1,25.7,21.8,20.3,5.8,2.2,0,15.7,48.4,35.9,0,0,26.8,73.2,47361,50333,-4595.55649291679,364800
37.63569,-122.080097,3217,935,29,5,3.68,4,0,0,3.5,6.2,30.5,12.4,42.2,3.3,1.8,0,9.5,27.4,55.9,4.5,2.7,56.6,43.4,61865,67921,-4594.56868586193,438400
37.634584,-122.06982,3649,1103,154,4.2,4.11,3.84,2.2,0,3.7,13.3,13.7,20.8,33.6,5.1,7.6,1.5,13.2,51.4,29.8,4,0,22.9,77.1,49196,60466,-4594.04689465488,364300
37.643431,-122.068669,4621,1414,140,5.5,3.24,3.9,1.5,11.8,6.9,17.8,20.2,3.3,35,2.6,0.9,0,4.5,16.3,50.5,24.1,4.6,76.6,23.4,77738,90286,-4595.08351876334,371400
37.641772,-122.060147,2338,722,36,4.2,4.56,2.92,2.8,3.5,6,2.4,23.5,28.1,23.3,8.2,2.4,7.8,25.1,25.6,40.7,0,0.8,37.8,62.2,49135,58548,-4594.56022366048,415200
37.617845,-122.029865,3283,1118,127,5.3,2.7,2.77,0,2.1,0,8.5,17.3,10.1,60.7,1.3,0,0,4,24.7,57.4,11.6,2.2,68.9,31.1,69258,89050,-4590.50054694093,466900
37.616828,-122.037345,7675,2177,39,5.4,3.55,3.63,3.5,4.1,15.3,1.5,10,3.3,58.1,2.3,1.9,1.9,3.5,8.8,59.2,22.5,4.1,80.6,19.4,85776,96116,-4590.65781644166,374800
37.626305,-122.076544,4540,1235,110,5.5,4,3.67,5.3,4.7,4.5,1.6,27.2,14.4,38.1,2.8,1.4,0.6,2.7,20.1,65.4,11.2,0,82.3,17.7,61314,72189,-4593.28927788992,262900
37.625168,-122.068104,3920,1330,50,5.5,3.42,2.95,9.3,10.6,18.9,25.3,15,9.2,11.7,0,0,5.3,1.7,28.5,32.8,28.3,3.4,81.7,18.3,74924,90454,-4592.83292044147,421500
37.627421,-122.059399,5368,1892,124,5.1,3.16,4.21,4,8,8.1,23.3,32.9,8.4,14.9,0,0.5,2.8,5,43,35.6,11.5,2.1,88.9,11.1,66111,77618,-4592.78039317998,165300
37.628139,-122.088435,3731,952,60,5.2,3.89,5.74,0,0,0.6,0.6,12.1,4.7,70.9,11,0,1.4,4.6,6,79.7,6.9,1.4,78.3,21.7,75984,86715,-4593.96060247246,350800
37.621384,-122.083168,2331,735,11,5.4,2.79,5.03,1.4,1.4,6,3.7,26.4,51.4,8.4,0,1.4,2.3,3.9,8.6,59.5,21.8,3.9,89.5,10.5,73375,78808,-4592.93774326451,326700
37.595947,-122.001607,2310,888,110,4.5,3.11,2.42,6.8,1.9,2.7,28.9,38,12.2,0.9,1,7.7,3,12.6,44.9,14.8,13.4,11.3,54.9,45.1,73100,79312,-4586.76595068683,359300
37.600154,-122.022415,5989,1521,58,5.2,3.65,3.91,4.9,3.6,2.8,1.9,26.1,26,22.3,2.7,9.7,1.1,7,35.4,39.4,14.5,2.6,50.1,49.9,50232,58441,-4588.06159545191,427400
37.602857,-122.047828,7312,2286,175,5.7,3.22,3.36,7,0.5,14.3,4.2,45.8,20.4,7.1,0,0.7,0,10.4,22.8,40.3,21.6,4.9,72.1,27.9,66408,77295,-4589.3470234446,529300
37.577352,-122.074549,3883,1083,41,6.2,3.38,5.16,0.8,1.8,3.8,6.9,77.7,7.1,0,0.9,0.8,2.5,0,8.2,38.8,42.5,8,76.3,23.7,93333,105355,-4587.23829801425,517700
37.584964,-122.068313,3841,1113,129,5.5,3.93,3.8,4.4,2.5,0.6,6.9,77.4,4.6,1.3,1.3,1.1,0,0,26.2,47,21.5,5.3,79.5,20.5,86818,100871,-4587.93314964573,390000
37.589678,-122.02769,5883,2111,151,5.2,3.39,2.51,3.5,8.3,11.8,14.3,34.9,18.3,6.6,0.6,1.7,6,23.3,16.2,35.4,14,5.1,58.4,41.6,68377,80952,-4586.98157418382,504600
37.594544,-122.078574,3205,969,136,4.8,3.81,3.8,3.2,3.9,14.9,18.3,43.4,3.8,4.4,0.7,7.3,0.8,12.5,34.9,29.2,19,3.6,47.5,52.5,73713,82358,-4589.48832170026,504500
37.583797,-122.083299,3310,919,35,7.3,3.72,4.14,0,3.6,88.5,0.5,3.4,0.5,0,3.5,0,0,3.4,3.5,19.7,45.2,28.3,87.4,12.6,163125,164506,-4588.3539267063,763600
37.593398,-122.065065,4016,1149,54,6.4,4.06,4.31,0,0,0,3.9,67.8,22.3,4.5,0.7,0.8,0.9,2.1,10,37.2,47.3,2.5,88.6,11.4,99761,100812,-4588.84057044087,504200
37.582281,-122.018969,4459,1560,66,5.1,3.09,3.32,0,0,4.9,6.7,63.5,23.1,1.8,0,0,0,11,35.8,35.2,17.9,0,59.6,40.4,71000,76585,-4585.75118028829,472800
37.577586,-121.968635,4308,1696,165,6,3.11,1.8,4.8,5,4.8,15.3,21.5,16.9,21.5,2.9,7.4,4.3,5,20.2,37.7,23.5,9.3,73.9,26.1,101597,110619,-4583.28687101511,636100
37.579125,-121.991678,6816,2656,212,5.5,3.08,2.53,0.7,4.1,14.7,13.9,21.8,17.1,14.8,3.3,9.6,0.5,19.8,18,36.5,21.2,4,62.4,37.6,91491,105623,-4584.34051652175,640000
37.569161,-122.004813,3179,1232,106,4.8,3.27,2.23,1,10.6,8.4,48.5,27.1,2.3,2,0,0,1.3,19.9,34.9,12.2,23.6,8.1,54.4,45.6,116768,139456,-4583.61846237189,722400
37.569256,-122.019216,5553,1913,151,6.1,3.15,2.6,0,0,1.7,6.6,60.6,24,5.7,0,1.3,0.5,10.9,8.2,42.1,37.5,0.8,70.7,29.3,100417,109108,-4584.1711628233,612700
37.573508,-122.037398,6931,2481,101,5.2,2.78,2.37,0.6,0,9.9,17.6,62.8,6.4,0.6,1.4,0.7,0,20.2,19.4,35.5,21.6,3.4,70.8,29.2,78750,96694,-4585.37315005218,561500
37.582266,-122.040375,5233,1762,123,6.1,3.16,2.83,1.9,1.3,10.5,40,38.4,6.2,1,0,0.7,0,6.1,17.1,25.7,46.5,4.7,79.2,20.8,94375,119859,-4586.55383598975,661400
37.520638,-121.999414,5389,1738,109,5.8,2.95,2.32,24.3,10.3,30.6,25.6,8.4,0,0,0.7,0,0,5.9,25,43.8,23.5,1.8,82.3,17.7,129083,138492,-4577.49584890613,616200
37.572116,-122.051936,5869,1882,60,6.2,3.22,3.72,0,1.2,4,61.6,27.2,3.5,1.9,0,0.6,0.6,0.7,12.5,38.2,45.6,2.3,79.4,20.6,118125,121436,-4585.74949741658,617600
37.584831,-122.057448,4980,1507,12,6.1,3.34,3.97,0,0,4.8,17.1,59.2,16.3,2.7,0,0,0.9,0,14,45.5,35.1,4.6,78.7,21.3,89036,107825,-4587.50855537129,575300
37.564604,-122.046985,4077,1436,0,4.4,2.52,2.81,0,0.8,6,69.4,18.7,3.6,1.5,0,0,0,5.8,57,24.2,13,0,56.1,43.9,115246,109974,-4584.64666091894,536600
37.562519,-122.054408,4010,1387,35,5.2,3.14,2.83,5.6,0,21.9,45.1,20,6,1.4,0,0,4,7.9,33.3,26.3,24.4,4,57,43,135600,130851,-4584.67101953375,656800
37.563324,-122.029849,4561,1490,47,6,3.21,3.71,0,0,7,2.4,27.1,45.5,14.2,3.8,0,0,0.6,9.7,60.8,26.4,2.4,75.3,24.7,85243,95682,-4583.84675565808,543000
37.557474,-122.02165,6802,2373,149,5.1,3.24,3.14,2.5,3.2,1.6,3,42.1,18.8,25.9,1.6,1.1,0,20.1,19.7,41.9,16.1,2.1,59.4,40.6,81538,91481,-4582.8249473121,456200
37.553768,-122.011264,7436,2782,355,4.4,2.78,2.68,10.6,4.3,10.9,23.7,27.2,8.6,13.8,0,0.8,1.7,16.8,44.4,30.1,6.3,0.7,66.5,33.5,72909,94466,-4581.98270164275,429200
37.559156,-121.99258,6786,2449,52,5,2.85,2.95,2.8,1.2,1.5,11.3,46.5,24.8,7.3,2.4,2.2,0,14,37.3,27.8,20.6,0.4,61.9,38.1,77875,95096,-4581.93834306248,554700
37.542458,-121.968864,3663,1329,124,4.5,3.98,2.84,0,11.8,36.9,8.8,12.4,9.4,19,1.7,0,0,17.8,31.9,37.9,10.2,2.1,28.4,71.6,95775,102750,-4579.01095402771,462700
37.552176,-121.988007,5605,2216,387,3.2,2.06,2.44,0,3.2,7.6,22.5,50.6,9.7,5.5,0,1,5.2,49.7,40.7,3.2,1.2,0,7.1,92.9,64583,75410,-4580.91510875323,373300
37.556906,-121.969466,6159,2930,291,3.5,2.13,2.18,0,16.9,37.2,31.4,11.6,0,2.8,0,0,1,42.2,54.1,2.8,0,0,22.7,77.3,104634,120563,-4580.7957694322,325700
37.540775,-121.978293,4080,1490,135,4,2.73,2.55,0,1.1,0,21.3,49.1,22.3,1.3,1.3,3.5,8.1,23.4,45.1,19.1,4.4,0,22.7,77.3,65341,75200,-4579.15965239707,426900
37.544784,-121.976145,4103,1789,246,3.7,1.97,2.44,0,5.1,32,16.1,39.2,4.8,2.4,0,0.5,3.9,34.9,45.8,15.4,0,0,31.3,68.7,71273,87017,-4579.56801717768,499100
37.547219,-121.950169,5166,1726,94,6.7,3.08,3.57,0.8,4,3.4,8.8,39,42.9,0.6,0,0.5,1.2,3.9,14.5,26.8,44,9.6,86.2,13.8,155500,152477,-4578.88970253001,875200
37.537527,-121.942076,6875,2238,139,6.7,3.03,3.24,2.8,2.7,0,10.3,17.2,38.7,25.3,2.1,0.8,0,0.6,8.9,44.5,36.7,9.2,76.8,23.2,124320,138767,-4577.40397028605,899000
37.528089,-121.960033,4388,1520,133,5.4,3.21,3.06,0,3.2,2.6,7.4,16.1,15.3,47.9,2.4,5.1,0,16.2,17.9,55.9,7.1,2.9,61.3,38.7,75495,82394,-4576.92697286694,567100
37.536124,-121.961412,4788,1908,148,4.1,3.07,2.67,15.7,3.1,5.7,27.7,30.7,10.3,3.6,3,0.3,3.6,26.2,35.8,31.1,3.2,0,29.4,70.6,55116,78273,-4577.95868404709,478900
37.531986,-121.974035,6253,1984,103,5.7,3.75,4.02,2.1,0,1.4,5.4,19.9,40.2,29.1,1.5,0.5,0,9.3,10.9,45.2,31.4,3.2,74.8,25.2,87813,101953,-4577.92777398351,521700
37.537437,-121.986796,7371,2300,195,5.4,3.24,3.35,0,0,2.2,7.5,28.3,47.6,11.1,2.6,0.8,0.6,12.7,18.1,47.4,17.7,3.5,54.4,45.6,79526,83866,-4579.07166968185,507600
37.543725,-121.99737,3844,1315,41,6,2.88,2.66,0,3.5,4.9,4.3,21.7,32.5,29.9,1.1,2.1,0,11.9,5.5,57.3,21.4,3.9,66.3,33.7,80521,98490,-4580.23571000325,632900
37.537368,-122.007806,2873,1092,27,6,2.74,2.33,0,0,0,5.7,24.5,45.3,21.7,1.7,1,0,7.6,19,45.3,25.9,2.1,79.7,20.3,103558,108751,-4579.85191269461,633000
37.528541,-121.991923,2816,971,121,5.6,3.15,3.44,0,0,0,0,35.8,58.8,3.5,0,1.9,0,0,29.9,47.7,20,2.5,69.1,30.9,69375,83498,-4578.17888397434,484700
37.518372,-121.973914,7194,2338,226,5.8,3.27,3.63,0.3,1.3,8.9,5.3,13.2,57.1,5,7.1,1.9,0,6,19.6,39.6,29.5,5.3,70.8,29.2,80926,93707,-4576.26267974801,570900
37.519068,-121.951827,2917,842,33,5.7,4.17,4.54,0,0,4.2,0,21.7,22.3,50.5,0,1.3,0,1,2.1,78,17.9,1,83.4,16.6,91932,92414,-4575.51888993724,465700
37.516438,-121.960506,5918,1845,73,5.5,2.95,3.58,1.2,3.1,2.8,9.8,36.7,17.3,26.7,0.9,1.5,0,0.5,21.1,61.8,16.6,0,78.3,21.7,91250,95396,-4575.52376179763,509400
37.507335,-121.927245,4611,1512,49,7.2,3.54,4.62,1.5,2.8,6.5,28,42.9,16.2,1.2,0,0.9,0,0,3.4,21.1,56,19.6,87.6,12.4,138239,169486,-4573.16602384207,905500
37.470574,-121.913353,4074,1274,34,6.8,3.22,3.49,1.2,3.8,8.7,19.9,36.3,26.4,2.3,0,1.4,0,0,4.6,35.4,57.5,2.5,91.3,8.7,131875,149581,-4568.16331517462,755400
37.489265,-121.924551,3142,1287,41,4.2,2.54,2.92,0,0,1.9,50.3,32.9,13.8,1,0,0,0,13.9,49.1,32.3,2.3,2.4,49.3,50.7,83143,94454,-4570.86180244502,350500
37.550387,-122.03473,7280,2556,126,6.2,3.01,2.59,0,1.1,6.1,5.6,31.1,37.6,14.5,2.7,1.2,0,8.1,3.6,45.5,37.7,5.1,84.6,15.4,82500,85620,-4582.45133894051,607300
37.542016,-122.045557,6499,2017,64,5.7,3.1,3.68,1.2,0.4,0,14.7,30.9,36.5,15.1,1,0,0.7,1.2,17.5,55.8,21.3,3.5,80.6,19.4,81047,89359,-4581.83625362291,463400
37.53594,-122.053685,3855,1192,32,6,3.43,3.08,0,1.3,12.2,7.3,43.5,29.9,3.5,0,2.2,0,7.6,14.8,39.5,34.5,3.5,76.6,23.4,92563,107993,-4581.3997969389,528300
37.526727,-122.045271,4354,1309,42,5.2,4.18,3.41,0,2.1,11.2,3.5,42.7,24.2,7,2.8,6.5,0,4.7,38.7,26,22.2,8.5,51.9,48.1,69875,90937,-4579.95956645802,519900
37.536305,-122.035195,5114,1534,155,5,4.02,2.51,0,1.9,2.9,11.4,25.9,16.8,28.6,3.3,9.3,0,6.1,33.1,46.8,13.5,0.5,69.4,30.6,73423,82316,-4580.75030025447,439800
37.534093,-122.028417,6696,2070,178,5,3.55,3.13,4.8,10.8,11.2,17.7,23.5,15.8,13.6,1.7,0.9,1,14.6,27.3,34.4,15.7,6.9,54.6,45.4,74141,83087,-4580.22595232078,455900
37.518819,-121.998672,4014,1613,95,4.6,2.62,2.65,0,0,21.7,55.4,21,0.6,0,0,1.4,0.8,11,41.5,36.9,8.9,0.9,70.9,29.1,106604,107660,-4577.24609300837,421800
37.706707,-121.885743,4349,1722,119,4.4,2.96,2.18,20.7,45.6,27.5,1.9,3.4,0,0,0,0.8,0.4,34.3,28.3,20.2,13.8,3,29.9,70.1,108125,113588,-4595.9099987783,567000
37.716635,-121.885933,9434,1309,55,6.4,3.51,2.44,19.3,41.9,37.1,0,0,0.5,1.2,0,0,0,12.6,19.3,24.1,32.1,11.8,67.2,32.8,131795,146724,-4597.12724659545,760900
